Quantity,Name,Category,Secondary categories,Colors,Mana Value,Scryfall ID,Types
"1,Dust Bowl,Land,"""""""","""""""",0,18d24d9a-a49e-4ce8-9158-03fe4cea39e2,""""Land"
"1,Elvish Rejuvenator,Ramp,"""""""",""""Green"""",3,03ef5cff-2e2b-4096-8310-4c5aabcb0eac,""""Creature"
"1,Emergence Zone,Land,"""""""","""""""",0,ab95f6e7-b806-47fe-a071-6c38b3176d94,""""Land"
"1,Exotic Orchard,Land,"""""""","""""""",0,a0e58240-0a3e-4abf-b296-b97045de4677,""""Land"
"1,Ezuri's Predation,Removal,"""""""",""""Green"""",8,9a6cd6f6-ae6e-4a77-95ca-64c6882357d5,""""Sorcery"
"1,Flare of Cultivation,Ramp,"""""""",""""Green"""",3,bda2fa87-81c0-41ac-8831-556ce392c058,""""Sorcery"
"7,Forest,Land,"""""""","""""""",0,6472e2a6-287f-4e7c-ad85-1454e40d4a46,""""Land"
"1,Frodo Baggins,Draw,"""""""",""""White,Green"""",2,de1c0399-9db8-4901-b72e-0010eb9b92b0,""""Creature"
"1,""""Fynn, the Fangbearer"""",Infect,"""""""",""""Green"""",2,7d7a8a90-13c1-4b0c-ab2e-fc8d91ccefd9,""""Creature"
"1,Garruk's Uprising,Draw,"""""""",""""Green"""",3,0d229647-ffe9-4428-b4d6-a318108fc550,""""Enchantment"
"1,Glorious Sunrise,Draw,"""""""",""""Green"""",5,a2caf73e-c3eb-4fa8-996a-d3d18b2ffaeb,""""Enchantment"
"1,Harmonize,Draw,"""""""",""""Green"""",4,839b9c4c-0752-4d4f-abbb-ec2c9f9e55fa,""""Sorcery"
"1,""""Heliod, God of the Sun"""",Tokens,"""""""",""""White"""",4,b83e9693-4996-498c-95f7-884d40341298,""""Creature,Enchantment"
"1,Horn of the Mark,Draw,"""""""","""""""",2,dd86b71f-d736-426f-bf15-013bc8da1a08,""""Artifact"
"1,Jazal Goldmane,Anthem,"""""""",""""White"""",4,eb9666d0-2100-40e0-a065-165ccc5c0d28,""""Creature"
"1,""""Kolvori, God of Kinship // The Ringhart Crest"""",Ramp,"""""""",""""Green"""",4,b76bed98-30b1-4572-b36c-684ada06826c,""""Creature,Artifact"
"1,Krosan Verge,Land,"""""""","""""""",0,19fc5bec-f877-430c-8e83-e6c5fe97f3c4,""""Land"
"1,""""Kudo, King Among Bears"""",Anthem,"""""""",""""White,Green"""",2,585e4e02-4873-4a65-a9ad-30cf0d5b6f79,""""Creature"
"1,Layla Hassan,Recursion,"""""""",""""White"""",4,2278d97e-791a-4843-a385-65bac79bde7a,""""Creature"
"1,Lignify,Removal,"""""""",""""Green"""",2,dc738689-2ed8-45e1-bdd4-c9d8450e2589,""""Enchantment,Kindred"
"1,Loran of the Third Path,Removal,"""""""",""""White"""",3,647e6b32-c755-4700-b151-6a174dbb2bd0,""""Creature"
"1,Lush Portico,Land,"""""""","""""""",0,c17816e8-28b1-4295-a637-efb0e5c18873,""""Land"
"1,Mana Reflection,Ramp,"""""""",""""Green"""",6,81e0d739-990f-4ba5-b456-165c033014cf,""""Enchantment"
"1,""""Mangara, the Diplomat"""",Draw,"""""""",""""White"""",4,26f0d639-9d7f-4a90-bbfd-f942bd59a89b,""""Creature"
"1,Mirror of Galadriel,Draw,"""""""","""""""",2,bc95036f-98f2-4ea7-93bb-542ad7064540,""""Artifact"
"1,Monumental Henge,Land,"""""""","""""""",0,62907e7b-e531-4f51-9a69-7e60ae525775,""""Land"
"1,Moon-Blessed Cleric,Tutor,"""""""",""""White"""",3,0555e095-8c6f-4436-80fe-99b641fad2df,""""Creature"
"1,Myriad Landscape,Land,"""""""","""""""",0,9a8b2950-8c5d-45ad-b2ce-59d96eca1e71,""""Land"
"1,Nightshade Dryad,Ramp,"""""""",""""Green"""",2,71f9252d-241f-45ea-9d80-663150963b59,""""Creature"
"1,""""Odric, Lunarch Marshal"""",Anthem,"""""""",""""White"""",4,a2d5c9f2-8f58-40ac-a01c-f4ac4ab4d7f0,""""Creature"
"1,""""Odric, Master Tactician"""",Evasion,"""""""",""""White"""",4,13bfcec9-a789-41f1-aa3d-4e4cdd7555b2,""""Creature"
"1,Ohran Frostfang,Draw,"""""""",""""Green"""",5,0693bcd2-8a3d-4dcf-8360-5b9891044dfe,""""Creature"
"1,Path to Exile,Removal,"""""""",""""White"""",1,a5b070f2-f2f2-4ccd-9a4b-d19ea01b2298,""""Instant"
"8,Plains,Land,"""""""","""""""",0,464723b3-0723-45f2-a258-32d098c39039,""""Land"
"1,Primal Command,Tutor,"""""""",""""Green"""",5,92144021-7425-44e1-a32b-13252f1b7036,""""Sorcery"
"1,Primordial Sage,Draw,"""""""",""""Green"""",6,4b0d8dec-e139-4565-9259-3c24c54c1d45,""""Creature"
"1,Radagast the Brown,Draw,"""""""",""""Green"""",4,b3988120-ebbe-4d24-9bb4-8c5331a14034,""""Creature"
"1,Radiant Grove,Land,"""""""","""""""",0,e0f9dca6-e5ae-4714-8a59-2ef1d8f1e82d,""""Land"
"1,Rampant Frogantua,Mill,"""""""",""""Green"""",3,40dd0261-2b45-4ac5-9b95-8769bcb91d0b,""""Creature"
"1,Rampant Growth,Ramp,"""""""",""""Green"""",2,ec480124-3f27-416e-b561-3ffcfe496959,""""Sorcery"
"1,Razorgrass Ambush // Razorgrass Field,Removal,"""""""",""""White"""",2,57065dca-f90e-4184-bbc4-95d726a4160b,""""Instant,Land"
"1,Reprieve,Removal,"""""""",""""White"""",2,1bd3fa8a-6c50-4f7f-9ae3-0810eec5e3db,""""Instant"
"1,Restless Prairie,Land,"""""""","""""""",0,f94ef116-6aff-4f53-a7f9-be5e21c7afa4,""""Land"
"1,Scavenger Grounds,Land,"""""""","""""""",0,707d733d-2928-4215-91d2-1340fc9ee903,""""Land"
"1,Selesnya Guildgate,Land,"""""""","""""""",0,b48471b4-fb3f-4910-b2d0-5c08cfd44f51,""""Land"
"1,Selesnya Sanctuary,Land,"""""""","""""""",0,fdc53c6a-8e28-4314-9bcf-b31b6c6f56d7,""""Land"
"1,""""Selvala, Explorer Returned"""",Ramp,"""""""",""""White,Green"""",3,69195842-c7ce-477b-a04f-06412aff382a,""""Creature"
"1,""""Shanna, Sisay's Legacy"""",Tokens,"""""""",""""White,Green"""",2,b90df81c-d738-46b3-8e96-9db0b3507ee0,""""Creature"
"1,Silverback Elder,Removal,"""""""",""""Green"""",5,b987664f-0b74-4c0a-b306-14767a55559a,""""Creature"
"1,Skullwinder,Recursion,"""""""",""""Green"""",3,e820c022-c3a8-4c98-a60b-1fb105d38937,""""Creature"
"1,Sprouting Renewal,Removal,"""""""",""""Green"""",3,e0b32db8-1c8c-4109-a051-0b61eda1da35,""""Sorcery"
"1,Stormkeld Vanguard // Bear Down,Removal,"""""""",""""Green"""",6,bacb1fe5-0adf-461f-b698-9d09a8728c63,""""Creature,Sorcery"
"1,Sungrass Prairie,Land,"""""""","""""""",0,dc653d50-bce2-45f9-b3ee-6170d500d572,""""Land"
"1,Tamiyo's Safekeeping,Protection,"""""""",""""Green"""",1,fd4b7ee2-de65-4288-872d-486065a4f226,""""Instant"
"1,Tangled Florahedron // Tangled Vale,Ramp,"""""""",""""Green"""",2,235d1ffc-72aa-40a2-95dc-3f6a8d495061,""""Creature,Land"
"1,Temple of Plenty,Land,"""""""","""""""",0,ae61f7c7-870a-4bf7-af05-8fb077a10104,""""Land"
"1,Tempt with Discovery,Ramp,"""""""",""""Green"""",4,580bbd5b-795e-41fe-b061-579c42218670,""""Sorcery"
"1,Terramorph,Ramp,"""""""",""""Green"""",4,47c7b2ac-1263-402a-b2a0-bc31f61e66b5,""""Sorcery"
"1,""""Thalia, Guardian of Thraben"""",Stax,"""""""",""""White"""",2,c9f8b8fb-1cd8-450e-a1fe-892e7a323479,""""Creature"
"1,The Hunter Maze,Land,"""""""","""""""",0,6389c242-2139-4f12-af30-2b080a1c5e83,""""Land"
"1,Threats Undetected,Tutor,"""""""",""""Green"""",3,99545c3e-0710-48d3-8558-046bd66f225c,""""Sorcery"
"1,""""Thrun, Breaker of Silence"""",Protection,"""""""",""""Green"""",5,6d9f51dd-0393-4b3c-bea5-8f74634ab0e5,""""Creature"
"1,Thunderous Debut,Draw,"""""""",""""Green"""",8,d98f51ec-8eae-434a-ab62-85bdb6586fa2,""""Sorcery"
"1,""""Trostani, Three Whispers"""",Commander,"""""""",""""White,Green"""",3,329f3aca-6db7-41d3-95b2-c479d14b7fa3,""""Creature"
"1,Unexplained Absence,Removal,"""""""",""""White"""",4,78f526d3-1e1f-4430-9824-ad377fd0d312,""""Instant"
"1,Urza's Ruinous Blast,Removal,"""""""",""""White"""",5,76b10977-64eb-4a50-a481-d67cc2950f56,""""Sorcery"
"1,Viewpoint Synchronization,Ramp,"""""""",""""Green"""",5,b0f10999-c7c2-462e-bd75-e3710f7a3364,""""Sorcery"
"1,War of the Last Alliance,Tutor,"""""""",""""White"""",4,60ddf2cd-5b33-4c8a-a610-8e6a15404dde,""""Enchantment"
"1,Wasteland Viper,Removal,"""""""",""""Green"""",1,45f20aa9-a498-45f5-8fa5-c40bf5249414,""""Creature"
