Quantity,Name,Category,Secondary categories,Colors,Mana Value,Scryfall ID,Types
"1,Dryad Arbor,Land,"""",""Green"",0,42852efb-6ab1-42cf-8678-8154f29039bd,""Creature,Land"""
"1,Earthrumbler,Artifact,"""",""Green"",5,ee386cd0-934a-4b33-9db3-0a9033ab577e,""Artifact"""
"1,Evolving Wilds,Land,"""","""",0,6b39e1c7-b175-462e-83ab-dd67abec6bfb,""Land"""
"1,Exotic Orchard,Land,"""","""",0,7ebb6c13-e495-4953-a036-b99426e507ef,""Land"""
"1,Farseek,Ramp,"""",""Green"",2,9cc7c928-2e45-4653-883d-d13166ccb0df,""Sorcery"""
"1,Field of Ruin,Land,"""","""",0,8d9d6a9d-18a3-4cc8-8276-29fb826ed1fa,""Land"""
"1,Fire Nation Salvagers,Recursion,"""",""Black"",5,fea1319c-7589-480d-a204-65ec68837e59,""Creature"""
"4,Forest,Land,"""","""",0,d4558304-7c17-4aa0-bd50-cdd95547f1a7,""Land"""
"1,Formless Genesis,Tokens,"""",""Green"",3,7b8f0323-8027-49cb-962e-a06badb1c41b,""Sorcery,Kindred"""
"1,Golgari Grave-Troll,Mill,"""",""Green"",5,d332acbc-6224-43bc-a509-3a7edc877423,""Creature"""
"1,Golgari Rot Farm,Land,"""","""",0,580063b8-9b0d-4ce0-bf2b-63299e15219e,""Land"""
"1,Grapple with the Past,Mill,"""",""Green"",2,5dbb27d2-c2c2-47af-b943-00c8627a4501,""Instant"""
"1,Greater Tanuki,Ramp,"""",""Green"",6,65a193bb-22f3-4732-93cd-877cd8c8417c,""Creature,Enchantment"""
"1,Grisly Salvage,Mill,"""",""Green,Black"",2,dcb5eb2a-ae7a-4416-970c-6e9306689c88,""Instant"""
"1,""Grist, the Hunger Tide"",Removal,"""",""Green,Black"",3,1925dc45-4dee-4772-aa16-3b4ca54be6c7,""Planeswalker"""
"1,Harmonize,Draw,"""",""Green"",4,fdcb8138-0d0c-43bd-a3d3-1a57c0a19764,""Sorcery"""
"1,Harrow,Ramp,"""",""Green"",3,ed0f633e-7238-4d02-ad8b-06dd20453030,""Instant"""
"1,Hauntwoods Shrieker,Draw,"""",""Green"",3,744ef0bc-9973-450e-a0c4-056d8244f357,""Creature"""
"1,Hedge Shredder,Ramp,"""",""Green"",4,39e83502-2ffd-4169-94e3-116701323ed5,""Artifact"""
"1,Hidden Nursery,Land,"""","""",0,a942939a-c06e-4b90-a404-ae5acfffcff9,""Land"""
"1,Hornet Queen,Tokens,"""",""Green"",7,b2af9184-df81-413b-abcf-331c4471e6d4,""Creature"""
"1,Inscription of Abundance,Sideboard,""Removal"",""Green"",2,897404de-93d8-433e-8e5f-5964d9cc2c2a,""Instant"""
"1,""Invasion of Fiora // Marchesa, Resolute Monarch"",Removal,"""",""Black"",6,b3af679b-6ee6-4a1d-8ec3-b659bdd90b4a,""Battle,Creature"""
"1,Lignify,Sideboard,""Removal"",""Green"",2,dc738689-2ed8-45e1-bdd4-c9d8450e2589,""Enchantment,Kindred"""
"1,Llanowar Wastes,Land,"""","""",0,83837c14-9508-4590-aef6-40a16211072f,""Land"""
"1,""Lluwen, Imperfect Naturalist"",Creature,"""",""Green,Black"",2,127a30a6-c25a-448a-a242-dc04f273a854,""Creature"""
"1,Malevolent Rumble,Draw,"""",""Green"",2,a178cfe8-f9fa-4255-88d0-54a0bed079f5,""Sorcery"""
"1,Mind Stone,Ramp,"""","""",2,5cf95476-27ed-487d-8459-c97a921bb808,""Artifact"""
"1,Moldgraf Monstrosity,Recursion,"""",""Green"",7,714ba062-f8ae-4ae6-a1c2-8fa093cc0fb2,""Creature"""
"1,My Tendrils Run Deep,Sideboard,""Scheme"","""",0,1829a79c-9384-4597-9003-b90568d82e13,""Scheme"""
"1,My Will Is Irresistible,Sideboard,""Scheme"","""",0,ee4f0194-3ad0-49ab-8114-61961f4dd0e2,""Scheme"""
"1,My Wings Enfold All,Sideboard,""Scheme"","""",0,64c9bdfc-b6d7-4c97-8837-3d3e5b89a51b,""Scheme"""
"1,Necroblossom Snarl,Land,"""","""",0,ddf6ece8-d7c8-43a7-a318-f6eac2932b15,""Land"""
"1,Nesting Grounds,Land,"""","""",0,7f1d8a22-e730-4344-bba9-7c495500f065,""Land"""
"1,Night's Whisper,Draw,"""",""Black"",2,e4638720-a55d-4c3b-b57d-2d028db5894d,""Sorcery"""
"1,Noxious Gearhulk,Removal,"""",""Black"",6,77741652-d431-440d-8c47-3f95d68e846e,""Creature,Artifact"""
"1,Nyx Weaver,Mill,"""",""Green,Black"",3,de71b145-6db9-490c-9e86-b441fcb107c8,""Creature,Enchantment"""
"1,Ob Nixilis Reignited,Draw,"""",""Black"",5,c8a33481-f7dc-475e-a797-4a962954a64d,""Planeswalker"""
"1,Patchwork Beastie,Mill,"""",""Green"",1,895de583-36d2-43fd-927f-8876d4302c73,""Creature,Artifact"""
"1,Plots That Span Centuries,Sideboard,""Scheme"","""",0,20e45c7d-1ea4-4f4a-bb35-83dcf781256e,""Scheme"""
"1,Polluted Cistern // Dim Oubliette,Recursion,"""",""Black"",7,6a7c3370-6f79-417e-a98e-4341307e151b,""Enchantment,Enchantment"""
"1,Power Depot,Land,"""","""",0,032eba04-0a63-4823-85e1-64861330a8d7,""Artifact,Land"""
"1,Putrefy,Removal,"""",""Green,Black"",3,b427f1a9-039f-4d1a-94c6-f9c8044217e1,""Instant"""
"1,Rampant Growth,Ramp,"""",""Green"",2,01d56cde-e186-41e7-bcb2-80736a989678,""Sorcery"""
"1,Reanimate,Recursion,"""",""Black"",1,609c34f9-9f53-4773-a02b-517209024fc2,""Sorcery"""
"1,Requiem Monolith,Artifact,"""",""Black"",3,837d710a-652f-4c60-a52d-d786231160a4,""Artifact"""
"1,Ripples of Undeath,Mill,"""",""Black"",2,a201d1bc-e3fe-4f59-bd48-3683996ac308,""Enchantment"""
"1,Rot Like the Scum You Are,Sideboard,""Scheme"","""",0,a3352d8f-8c1f-4f97-9e06-b462bc69331b,""Scheme"""
"1,Sakura-Tribe Elder,Ramp,"""",""Green"",2,91c7707a-bae0-4196-bf26-d276f57b7369,""Creature"""
"1,Sandwurm Convergence,Protection,"""",""Green"",8,3ad9cb61-4072-449b-9b32-83e2192cb292,""Enchantment"""
"1,Scavenging Ooze,Removal,"""",""Green"",2,c63cf563-11c5-4068-8df3-7bfdaac08144,""Creature"""
"1,Scene of the Crime,Land,"""","""",0,de039992-631b-4feb-a522-acdb0a6d1f26,""Artifact,Land"""
"1,Shifting Woodland,Land,"""","""",0,059164e1-894d-4586-9800-e60d6fbd6eb6,""Land"""
"1,""Shigeki, Jukai Visionary"",Ramp,"""",""Green"",2,ed8ea0da-c9d4-4158-aaa7-ebe2fe2b1e15,""Creature,Enchantment"""
"1,Skullwinder,Recursion,"""",""Green"",3,e820c022-c3a8-4c98-a60b-1fb105d38937,""Creature"""
"1,Sol Ring,Ramp,"""","""",1,199cde21-5bc3-49cd-acd4-bae3af6e5881,""Artifact"""
"1,Solemn Simulacrum,Ramp,"""","""",4,1b6772e4-4ff9-4090-a8dc-df9e8f568fc0,""Creature,Artifact"""
"1,Stitcher's Supplier,Mill,"""",""Black"",1,3677165d-be78-4011-92dd-8f1bc31302c1,""Creature"""
"1,Summon: Titan,Creature,"""",""Green"",5,5ce6ea96-7293-496d-b9c8-8ed6d6109a4d,""Creature,Enchantment"""
"3,Swamp,Land,"""","""",0,c7f4498e-e753-418e-8db6-e11d2caac3b1,""Land"""
"1,Tarmogoyf Nest,Tokens,"""",""Green"",3,1a906132-19ab-4b7c-95de-08f8a5fa3aea,""Enchantment,Kindred"""
"1,Tarrian's Journal // The Tomb of Aclazotz,Draw,"""",""Black"",2,99255a66-b868-45fc-a2a9-0c89bd851b69,""Artifact,Land"""
"1,Temple of Malady,Land,"""","""",0,7e299990-4128-4a9c-9f8c-08838f248094,""Land"""
"1,Terramorphic Expanse,Land,"""","""",0,74d8849c-fe0d-4749-9165-a22f8643888a,""Land"""
"1,Tranquil Thicket,Land,"""","""",0,c558ce99-5f97-46d5-969d-319bfbd11b94,""Land"""
"1,Treasure Vault,Land,"""","""",0,f183b2d3-961a-499a-aa04-595793f01edc,""Artifact,Land"""
"1,Tree of Tales,Land,"""","""",0,94db07aa-43d3-41b5-924e-60f1756b9c69,""Artifact,Land"""
"1,Twilight Mire,Land,"""","""",0,3969ef6a-4bd8-4d9f-8c86-2322bd94a71a,""Land"""
"1,Twitching Doll,Ramp,"""",""Green"",2,416c025b-e40e-4d95-a774-ba3961f43808,""Creature,Artifact"""
"1,Underrealm Lich,Mill,"""",""Green,Black"",5,30c94b1b-35be-4c98-b279-80d95b28201e,""Creature"""
"1,Ursine Monstrosity,Mill,"""",""Green"",3,73cc6df4-3564-4ace-bf8a-eac3e62d725a,""Creature"""
"1,Valgavoth's Lair,Land,"""","""",0,65ff914e-3f3e-4b7a-b69d-73575b68fb8e,""Land,Enchantment"""
"1,Vault of Whispers,Land,"""","""",0,73866487-33f4-4f64-b100-2c4ddadcd74e,""Artifact,Land"""
"1,Vile Mutilator,Removal,"""",""Black"",7,383fe040-98bb-40f3-b809-48c429b83f47,""Creature"""
"1,Viridescent Bog,Land,"""","""",0,165ce69d-866d-42e6-91ee-3bb187630ba5,""Land"""
"1,""Winter, Cynical Opportunist"",Commander,"""",""Green,Black"",4,94dc35e4-a492-4019-afcd-cbef6f59a512,""Creature"""
"1,Wondrous Crucible,Protection,"""","""",7,f4cb4a2b-c48f-4d30-8e0d-f76579be1747,""Artifact"""
"1,Woodland Cemetery,Land,"""","""",0,70f2ded4-ddc1-4a16-b967-92891995b2e8,""Land"""
"1,Wrenn and Seven,Ramp,"""",""Green"",5,365d2ecc-24ef-41fb-a1ee-055e99e1d94f,""Planeswalker"""
"1,You Live Only Because I Will It,Sideboard,""Scheme"","""",0,3feca7ae-e3ab-42a7-812a-b7729af00318,""Scheme"""
"1,Your Mistake Is My Triumph,Sideboard,""Scheme"","""",0,8b7b3cd0-aff1-4830-bc86-9f6f74c7fa15,""Scheme"""
